id,mevcut_sınıf,mevcut_severity,mevcut_R1_mi,claude_karar,other_ai_karar,uzlaşı_sınıf,uzlaşı_authority_source,uzlaşı_confidence,spec_anchor,normatif_ibare,round2_required,r1_değişimi,gerekçe,notlar
FRL_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_rulestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),destination_id geçersiz
FRL_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_rulestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),contains_id geçersiz
FRQ_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),trip_id bulunamadı
FRQ_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),start_time geçersiz
FRQ_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),end_time geçersiz
FRQ_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),headway_secs eksik veya geçersiz
FRQ_005,Spec,Kritik,EVET,Interop/MOBILITYDATA_PARITY/MEDIUM,işlenmedi (kapsam boşluğu),Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,KALKAR,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,end_time start_time'dan önce
FRQ_007,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),exact_times geçersiz
FRQ_008,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,işlenmedi (kapsam boşluğu),Spec,GTFS_SPEC,HIGH,#frequenciestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),headway_secs sıfır (geçersiz frekans)
FRQ_011,Spec,Yuksek,hayır,Analytics/PROJECT_ANALYTICS/MEDIUM,işlenmedi (kapsam boşluğu),Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,true,—,Çakışan frequency dönemleri türetilmiş tutarlılık; spec açık norm yok,Aynı trip için frequencies dönemleri zaman aralığı çakışıyor
FTR_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),fare_transfer_type eksik veya geçersiz
FTR_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_leg_group_id bulunamadı
FTR_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_leg_group_id bulunamadı
FTR_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),fare_product_id bulunamadı
FTR_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),duration_limit_type geçersiz
FTR_006,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),duration_limit geçersiz
FTR_007,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),duration_limit_type duration_limit olmadan tanımlı
FTR_008,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),transfer_count geçersiz
FTR_009,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),leg grupları aynıyken transfer_count zorunlu
FTR_010,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),leg grupları farklıyken transfer_count tanımlanamaz
FTR_011,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#fare_transfer_rulestxt,Required alan/dosya,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),duration_limit tanımlı ama duration_limit_type eksik
JPN_002,Spec,Yuksek,hayır,Interop/UNKNOWN/MEDIUM,Quality/PROJECT_QUALITY/LOW,Interop,REGIONAL_PROFILE(öneri)/geçici PROJECT_INTEROP,MEDIUM,—,yok (GTFS-JP profil),true,—,GTFS-JP resmi Schedule Reference DEĞİL → GTFS_SPEC olamaz; enum'a REGIONAL_PROFILE eklenmesi TASARIM KARARI (round2),GTFS-JP: jp_office_id office_jp.txt'te tanımlı değil
JPN_003,Spec,Yuksek,hayır,Interop/UNKNOWN/MEDIUM,Quality/PROJECT_QUALITY/LOW,Interop,REGIONAL_PROFILE(öneri)/geçici PROJECT_INTEROP,MEDIUM,—,yok (GTFS-JP profil),true,—,GTFS-JP resmi Schedule Reference DEĞİL → GTFS_SPEC olamaz; enum'a REGIONAL_PROFILE eklenmesi TASARIM KARARI (round2),GTFS-JP: agency_jp.agency_id agency.txt'te tanımlı değil
JPN_004,Spec,Yuksek,hayır,Interop/UNKNOWN/MEDIUM,Quality/PROJECT_QUALITY/LOW,Interop,REGIONAL_PROFILE(öneri)/geçici PROJECT_INTEROP,MEDIUM,—,yok (GTFS-JP profil),true,—,GTFS-JP resmi Schedule Reference DEĞİL → GTFS_SPEC olamaz; enum'a REGIONAL_PROFILE eklenmesi TASARIM KARARI (round2),GTFS-JP: translations.txt eksik (profil zorunlu kılar)
JPN_005,Spec,Yuksek,hayır,Interop/UNKNOWN/MEDIUM,Quality/PROJECT_QUALITY/LOW,Interop,REGIONAL_PROFILE(öneri)/geçici PROJECT_INTEROP,MEDIUM,—,yok (GTFS-JP profil),true,—,GTFS-JP resmi Schedule Reference DEĞİL → GTFS_SPEC olamaz; enum'a REGIONAL_PROFILE eklenmesi TASARIM KARARI (round2),GTFS-JP: office_jp.office_name boş (zorunlu alan)
JPN_011,Spec,Yuksek,hayır,Interop/UNKNOWN/MEDIUM,işlenmedi (kapsam boşluğu),Interop,REGIONAL_PROFILE(öneri)/geçici PROJECT_INTEROP,MEDIUM,—,yok (GTFS-JP profil),true,—,GTFS-JP resmi Schedule Reference DEĞİL → GTFS_SPEC olamaz; enum'a REGIONAL_PROFILE eklenmesi TASARIM KARARI (round2),GTFS-JP: tek işletici olsa bile agency_id zorunlu
LOC_001,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#locationsgeojson,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),locations.geojson'da bilinmeyen veya geçersiz geometri tipi
LOC_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#locationsgeojson,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Feature'da geometry null veya eksik — GTFS Flex gerektiriyor
LOC_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#locationsgeojson,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Feature'da 'id' property eksik — stop_times çapraz referansı için zorunlu
LOC_004,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#locationsgeojson,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Polygon ring kapalı değil (ilk != son nokta)
LOC_007,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#locationsgeojson,Yabancı anahtar (foreign key),false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),FeatureCollection içinde yinelenen 'id' değeri — Flex referansı belirsizleşir
LVL_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#levelstxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_id yineleniyor
LVL_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#levelstxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_index geçersiz
LVL_007,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#levelstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_index eksik
LVL_008,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#levelstxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_id eksik
NET_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#networkstxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),network_id yineleniyor
PDW_006,Spec,Orta,hayır,Analytics/PROJECT_ANALYTICS/MEDIUM,Quality/PROJECT_QUALITY/MEDIUM,Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,true,—,Örtüşen pickup/dropoff penceresi türetilmiş; spec açık norm yok,Aynı trip+zone'da örtüşen pickup/drop-off penceresi
PTH_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),pathway_id yineleniyor
PTH_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_stop_id bulunamadı
PTH_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_stop_id bulunamadı
PTH_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),pathway_mode eksik veya geçersiz
PTH_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),is_bidirectional eksik
PTH_006,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),length geçersiz
PTH_007,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),traversal_time geçersiz
PTH_010,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),min_width geçersiz
PTH_011,Spec,Yuksek,hayır,Quality/PROJECT_QUALITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Quality,PROJECT_QUALITY,MEDIUM,—,yok,true,—,Ben: döngü türetilmiş→non-Spec; diğer AI: Spec → round2,Geçit döngü oluşturuyor
PTH_014,Spec,Kritik,EVET,Quality/PROJECT_QUALITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Quality,PROJECT_QUALITY,MEDIUM,—,yok,true,KALKAR,Ben: istasyon-sınırı türetilmiş→non-Spec; diğer AI: Spec → round2,Geçit istasyon sınırını aşıyor
PTH_016,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Normatif kısıt,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Çıkış kapısı çift yönlü tanımlanmış
PTH_017,Spec,Orta,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#pathwaystxt,Format/koşul,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,max_slope geçersiz bağlam
PTH_020,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),pathway_id eksik
PTH_021,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),from_stop_id eksik
PTH_022,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),to_stop_id eksik
PTH_023,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),pathway_mode eksik
PTH_024,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#pathwaystxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),is_bidirectional eksik
RCT_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#rider_categoriestxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),rider_category_id yineleniyor
RCT_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#rider_categoriestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),rider_category_name eksik
RCT_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#rider_categoriestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),is_default_fare_category geçersiz
RCT_004,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#rider_categoriestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),min_age veya max_age geçersiz
RCT_005,Spec,Orta,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,—,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,max_age min_age'den küçük
RCT_006,Spec,Orta,hayır,Spec/GTFS_SPEC/MEDIUM,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,MEDIUM,#rider_categoriestxt,Koşullu kısıt,true,—,İki pas confidence farklı → katı (MEDIUM) alındı; anchor ispatı gerek → round2,fare_product başına birden fazla varsayılan yolcu kategorisi
RTS_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_id yineleniyor
RTS_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),agency_id bulunamadı
RTS_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_short_name ve route_long_name ikisi de eksik
RTS_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_type eksik veya geçersiz
RTS_005,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_url geçersiz
RTS_006,Spec,Orta,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),route_color geçersiz hex renk
RTS_009,Spec,Dusuk,hayır,Quality/GTFS_BEST_PRACTICE/LOW,Quality/GTFS_BEST_PRACTICE/LOW,Quality,GTFS_BEST_PRACTICE,LOW,—,yok,false,—,short==long ad: best-practice/okunabilirlik; spec ihlali DEĞİL,route_short_name ve route_long_name birbirinin aynısı
RTS_013,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),continuous_pickup geçersiz
RTS_018,Spec,Dusuk,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#routestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),continuous_drop_off geçersiz
SAR_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_areastxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),area_id bulunamadı
SAR_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_areastxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id bulunamadı
SHP_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_id eksik
SHP_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_pt_lat eksik veya geçersiz
SHP_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_pt_lon eksik veya geçersiz
SHP_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_pt_sequence eksik veya geçersiz
SHP_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Normatif kısıt,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_dist_traveled geriye gidiyor
SHP_006,Spec,Kritik,EVET,Quality/PROJECT_QUALITY/LOW,Quality/PROJECT_QUALITY/LOW,Quality,PROJECT_QUALITY,LOW,#shapestxt,yok,false,KALKAR,Tek-nokta shape: spec ≥2 nokta normu YOK; çizilemezlik proje-özel kalite (SHP_007 emsali),Güzergah şekli yalnızca tek noktadan oluşuyor
SHP_008,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#shapestxt,Birincil anahtar benzersizliği (uniqueness),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),shape_pt_sequence yineleniyor
SHP_028,Spec,Yuksek,hayır,Quality/PROJECT_QUALITY/MEDIUM,işlenmedi (kapsam boşluğu),Quality,PROJECT_QUALITY,MEDIUM,#shapestxt,yok,true,—,Aynı dist farklı koordinat türetilmiş tutarlılık; spec açık norm yok,Ardışık iki shape noktası aynı shape_dist_traveled ama farklı koordinat (mesafe artmadan konum değişmiş)
STM_001,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),trip_id bulunamadı
STM_002,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Yabancı anahtar (foreign key),false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id bulunamadı
STM_003,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),arrival_time geçersiz format
STM_004,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),departure_time geçersiz format
STM_005,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required + format/enum,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_sequence eksik veya geçersiz
STM_006,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id eksik (stop_times)
STM_007,Spec,Yuksek,hayır,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,—,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,Kalkış saati varış saatinden önce (departure_time < arrival_time)
STM_008,Spec,Kritik,EVET,Interop/MOBILITYDATA_PARITY/MEDIUM,Spec/GTFS_SPEC/HIGH,Interop,MOBILITYDATA_PARITY,MEDIUM,—,yok (spec açık ordering/monotonluk normu yok),false,KALKAR,Spec fetch: açık normatif cümle yok → Spec dışı; MD-parite/Interop,Duraklar arası zaman geriye gidiyor
STM_009,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),pickup_type geçersiz
STM_010,Spec,Yuksek,hayır,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Enum / format kısıtı,false,—,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),drop_off_type geçersiz
STM_015,Spec,Kritik,EVET,Spec/GTFS_SPEC/HIGH,Spec/GTFS_SPEC/HIGH,Spec,GTFS_SPEC,HIGH,#stop_timestxt,Required alan/dosya,false,korunur,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),İlk duraklama noktası yok
