rule_id	evidence	severity	class	label	gtfs_file	corpus_feeds_with_file	file_anchor	suppressed_by	suppressor_fired	emit_sites	message
STM_007		Yuksek	Interop	PREDICATE_SUSPECT	stop_times.txt	239	grup	STM_002,STM_006	no	1	Kalkış saati varış saatinden önce (departure_time < arrival_time)
STM_009		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	pickup_type geçersiz
STM_010		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	drop_off_type geçersiz
STM_015		Kritik	Spec	SELECTION_BIAS	stop_times.txt	239	grup	SHP_006,TRP_004	yes	1	İlk durakta arrival_time eksik
STM_016		Kritik	Spec	SELECTION_BIAS	stop_times.txt	239	grup	SHP_006,STM_015,TRP_004	yes	1	Son durakta arrival_time eksik
STM_018		Orta	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	continuous_pickup geçersiz (stop_times)
STM_019		Orta	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	continuous_drop_off geçersiz (stop_times)
STM_022		Orta	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			2	timepoint geçersiz
STM_030		Dusuk	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			2	shape_dist_traveled negatif veya sayı değil
STM_034		Orta	Interop	PREDICATE_SUSPECT	stop_times.txt	239	modül			2	Varış veya kalkış zamanından yalnızca biri tanımlı
STM_037		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	Flex penceresinde arrival_time/departure_time yasak
STM_038		Yuksek	Interop	PREDICATE_SUSPECT	stop_times.txt	239	modül	STM_058	no	1	start_pickup_drop_off_window > end_pickup_drop_off_window
STM_039		Kritik	Spec	SELECTION_BIAS	stop_times.txt	239	modül			1	Flex bağlamında pickup/drop_off penceresi eksik
STM_040		Orta	Quality	SELECTION_BIAS	stop_times.txt	239	modül			1	Flex stop_times'ta pickup/drop_off_booking_rule_id eksik (spec'te Optional)
STM_041		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	stop_id ile location_id/group_id aynı anda kullanılamaz
STM_042		Dusuk	Interop	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	stop_headsign Google Transit tarafından desteklenmeyen karakter içeriyor
STM_046		Kritik	Spec	SELECTION_BIAS	stop_times.txt	239	modül			1	trip_id eksik
STM_049	MEASURED 2026-08-15 by a full 242-feed run with the current binary: genuinely zero. Previously this was unmeasured rather than measured, because rule_stats.csv predates the rule; the silence is now a real observation.	Yuksek	Spec	POST_BASELINE	stop_times.txt	239	modül			1	Aynı satırda gece yarısı sonrası kalkış 00:xx yazılmış (GTFS servis günü için 24:xx kullanılmalı)
STM_051		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	Flex penceresi tanımlıyken pickup_type=0/3 yasak (talep-üzerine değerler gerekli)
STM_052		Yuksek	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	Flex penceresi tanımlıyken drop_off_type=0 yasak (talep-üzerine değer gerekli)
STM_054		Yuksek	Spec	SELECTION_BIAS	stop_times.txt	239	modül			1	Flex penceresi tanımlıyken continuous_pickup 1/boş dışında yasak
STM_055		Yuksek	Spec	SELECTION_BIAS	stop_times.txt	239	modül			1	Flex penceresi tanımlıyken continuous_drop_off 1/boş dışında yasak
STM_058	MEASURED 2026-08-15 (#130): correct, and the repair holds. A malformed start_pickup_drop_off_window on mdb-3037 fires it. Falsified by reinstating the historical Err(_) => None swallow, which turns the test red with an empty delta - the exact failure this rule was repaired for in 778c462b. Side effect PDW_006 DISAPPEARS, because an unparseable window drops out of the overlap analysis.	Kritik	Spec	PREDICATE_SUSPECT	stop_times.txt	239	modül			1	Flex pickup/drop-off penceresi saati geçersiz
STM_060	MEASURED 2026-08-15 by a full 242-feed run with the current binary: genuinely zero. Previously this was unmeasured rather than measured, because rule_stats.csv predates the rule; the silence is now a real observation.	Yuksek	Spec	POST_BASELINE	stop_times.txt	239	grup			1	Aynı seferde geojson bölgesi + zaman penceresi + pickup/drop_off eşzamanlı örtüşüyor
STP_002		Kritik	Spec	SELECTION_BIAS	stops.txt	239	modül			1	stop_id boş
STP_003		Kritik	Spec	SELECTION_BIAS	stops.txt	239	modül			2	stop_name eksik veya stop_lat/stop_lon aralık dışı (aynı ID altında iki ayrı koşul)
STP_004	MEASURED 2026-08-15 (#129): correct. Non-numeric stop_lat on mdb-1903 fires it with no side effects at all.	Kritik	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			1	stop_lat sayısal değil
STP_005	MEASURED 2026-08-15 (#129): correct, and its corpus silence is partly a SUPPRESSION artefact rather than absence. An invalid stop_lon with no whitespace fires it; a valid value wearing leading whitespace does not, because K7 suppresses it under the DQ_016 root - confirmed by the root declaring suppressed_derivative_rules=STP_005 on both the mutated feed and, independently, on mdb-2691.	Kritik	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			2	stop_lon geçersiz veya aralık dışı
STP_006		Kritik	Spec	SELECTION_BIAS	stops.txt	239	modül			1	stop_lat eksik
STP_007		Kritik	Spec	SELECTION_BIAS	stops.txt	239	modül			1	stop_lon eksik
STP_008		Yuksek	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			2	location_type geçersiz
STP_010		Yuksek	Spec	PREDICATE_SUSPECT	stops.txt	239	grup	STP_008,STP_009	yes	1	parent_station location_type=1 değil
STP_011		Kritik	Spec	SELECTION_BIAS	stops.txt	239	grup	STP_008,STP_009	yes	1	Giriş/çıkış/boarding için parent_station zorunlu
STP_013		Dusuk	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			2	wheelchair_boarding geçersiz
STP_014		Orta	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			1	stop_timezone geçersiz
STP_015		Kritik	Spec	SELECTION_BIAS	stops.txt	239	grup	LVL_001	no	1	level_id bulunamadı
STP_021		Yuksek	Quality	PREDICATE_SUSPECT	stops.txt	239	grup	STP_003,STP_004,STP_005	no	1	Boarding area parent'ı platform değil
STP_023		Dusuk	Quality	PREDICATE_SUSPECT	stops.txt	239	modül			1	tts_stop_name geçersiz
STP_024		Bilgi	Quality	PREDICATE_SUSPECT	stops.txt	239	modül			2	stop_access K2 uyumluluk aralığı dışında değer
STP_026		Dusuk	Spec	PREDICATE_SUSPECT	stops.txt	239	grup	STP_024	no	1	stop_access geçersiz değer
STP_028		Bilgi	Quality	PREDICATE_SUSPECT	stops.txt	239	modül			1	stop_code çok uzun
STP_032		Orta	Quality	SELECTION_BIAS	stops.txt	239	grup			1	Pathway bağlantılı platform için parent_station eksik
STP_034	MEASURED 2026-08-15 by a full 242-feed run with the current binary: genuinely zero. Previously this was unmeasured rather than measured, because rule_stats.csv predates the rule; the silence is now a real observation.	Dusuk	Quality	POST_BASELINE	stops.txt	239	grup			1	stop_url acente URL'siyle aynı
STP_036		Dusuk	Spec	PREDICATE_SUSPECT	stops.txt	239	grup			1	İstasyonun (location_type=1) parent_station'ı var
STP_040		Dusuk	Quality	PREDICATE_SUSPECT	stops.txt	239	grup			1	Durak adı gereksiz genel stop/station sözcüğü içeriyor
STP_041		Dusuk	Quality	PREDICATE_SUSPECT	stops.txt	239	grup			1	Alt durak adı üst istasyon adını içermiyor
STP_042		Dusuk	Spec	PREDICATE_SUSPECT	stops.txt	239	modül			1	stop_url geçersiz
STP_043		Orta	Spec	PREDICATE_SUSPECT	stops.txt	239	grup			1	stop_access yasak bağlamda kullanılmış
TFR_001		Kritik	Spec	THIN_FEATURE	timeframes.txt	1	modül			1	timeframe_group_id eksik
TFR_002		Kritik	Spec	THIN_FEATURE	timeframes.txt	1	grup			1	service_id bulunamadı
TFR_003		Yuksek	Spec	THIN_FEATURE	timeframes.txt	1	modül			2	start_time veya end_time format hatası
TFR_004		Orta	Quality	THIN_FEATURE	timeframes.txt	1	modül			1	end_time start_time'dan küçük
TFR_005	MEASURED 2026-08-15 by a full 242-feed run with the current binary: genuinely zero. Previously this was unmeasured rather than measured, because rule_stats.csv predates the rule; the silence is now a real observation.	Orta	Spec	POST_BASELINE	timeframes.txt	1	modül			1	Aynı grup ve service_id içinde örtüşen zaman aralıkları
TFR_006		Kritik	Spec	THIN_FEATURE	timeframes.txt	1	modül			1	start_time veya end_time 24:00:00'dan büyük
TFR_007		Kritik	Spec	THIN_FEATURE	timeframes.txt	1	modül			1	start_time ve end_time yalnızca biri tanımlı
TFR_008		Kritik	Spec	THIN_FEATURE	timeframes.txt	1	grup			1	timeframes'te service_id boş
TRF_001		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	modül			1	from_stop_id eksik
TRF_002		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	modül			1	to_stop_id eksik
TRF_003		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	grup			1	from_stop_id veya to_stop_id bulunamadı
TRF_004		Yuksek	Spec	PREDICATE_SUSPECT	transfers.txt	63	modül	TRF_003	no	2	transfer_type geçersiz
TRF_005		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	modül			2	min_transfer_time eksik
TRF_006		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	grup			1	from_trip_id bulunamadı
TRF_007		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	grup			1	to_trip_id bulunamadı
TRF_008		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	grup			1	from_route_id bulunamadı
TRF_009		Kritik	Spec	SELECTION_BIAS	transfers.txt	63	grup			1	to_route_id bulunamadı
TRF_013		Kritik	Quality	PREDICATE_SUSPECT	transfers.txt	63	grup	TRF_003,TRF_006,TRF_007	no	1	Aktarma türü bağlamla uyumsuz
TRF_014		Yuksek	Spec	SELECTION_BIAS	transfers.txt	63	grup	TRF_003,TRF_006,TRF_007	no	1	in-seat aktarma için sefer yok
TRF_015		Yuksek	Quality	PREDICATE_SUSPECT	transfers.txt	63	grup	STP_008,TRF_003,TRF_006,TRF_007	no	1	in-seat aktarma geçersiz
TRF_017	MEASURED 2026-08-15 by a full 242-feed run with the current binary: genuinely zero. Previously this was unmeasured rather than measured, because rule_stats.csv predates the rule; the silence is now a real observation.	Yuksek	Spec	POST_BASELINE	transfers.txt	63	grup	TRF_006,TRF_007	no	2	Sefer aktarması yanlış hat
TRF_018		Orta	Quality	PREDICATE_SUSPECT	transfers.txt	63	grup	TRF_006,TRF_007	no	1	Sefer aktarması aynı seferi gösteriyor
TRF_021	MEASURED 2026-08-15 (#130): correct. Repointing a transfer endpoint at an existing entrance (location_type=2) on mdb-2848 fires it. TRF_011 follows as a direct geometric consequence - the endpoints are now far apart.	Kritik	Spec	PREDICATE_SUSPECT	transfers.txt	63	grup			1	Aktarma uç noktası durak veya istasyon değil
TRN_003		Orta	Spec	PREDICATE_SUSPECT	translations.txt	34	modül			1	language geçersiz
TRN_004		Yuksek	Spec	SELECTION_BIAS	translations.txt	34	grup			1	record_id bulunamadı
TRN_005	MEASURED 2026-08-15 (#127): correct. Exact duplicate row fires it on both identity paths - record_id (mdb-2638) and field_value with no record_id column (mdb-3176). CORRECTION 2026-08-15: the original note argued the corpus silence was genuine because TRN_006 fires on the same code path. That read a STALE rule_stats.csv - 67fc99b0 (#99) gated translation row checks on schema prerequisites and TRN_006 dropped from 101871 notices to zero. The mutation evidence stands on its own; the sibling argument does not.	Kritik	Spec	PREDICATE_SUSPECT	translations.txt	34	grup			1	Çeviri yineleniyor
TRN_006		Kritik	Spec	PREDICATE_SUSPECT	translations.txt	34	grup			1	Çeviri kaydı çelişkili
TRN_009		Yuksek	Spec	PREDICATE_SUSPECT	translations.txt	34	modül			1	record_id ve field_value aynı anda kullanılamaz
TRN_010		Yuksek	Spec	PREDICATE_SUSPECT	translations.txt	34	modül			1	record_sub_id geçersiz
TRN_013		Yuksek	Spec	PREDICATE_SUSPECT	translations.txt	34	modül			1	feed_info çevirisinde kimlik alanı kullanılamaz
TRN_014		Yuksek	Spec	PREDICATE_SUSPECT	translations.txt	34	modül			1	record_sub_id yalnızca stop_times için geçerli
TRN_015		Yuksek	Spec	SELECTION_BIAS	translations.txt	34	modül			1	record_id ve field_value ikisi de boş
TRN_017		Orta	Spec	SELECTION_BIAS	translations.txt	34	modül			1	stop_times çevirisinde record_sub_id eksik — hangi satır olduğu belirsiz
TRP_002		Kritik	Spec	SELECTION_BIAS	trips.txt	239	grup	RTS_001	yes	1	route_id bulunamadı
TRP_006		Dusuk	Spec	PREDICATE_SUSPECT	trips.txt	239	modül			2	wheelchair_accessible geçersiz
TRP_007		Dusuk	Spec	PREDICATE_SUSPECT	trips.txt	239	modül			2	bikes_allowed geçersiz
TRP_031		Kritik	Spec	SELECTION_BIAS	trips.txt	239	modül			1	route_id eksik
TRP_032		Dusuk	Spec	PREDICATE_SUSPECT	trips.txt	239	modül			1	cars_allowed geçersiz
TRP_034		Orta	Spec	PREDICATE_SUSPECT	trips.txt	239	modül			1	safe_duration alanı sayı değil
TRP_035		Kritik	Spec	SELECTION_BIAS	trips.txt	239	modül			1	trips.txt'te service_id boş
VAT_008		Bilgi	Analytics	CROSS_FILE						1	Aynı shape feed hatlarının %30'undan fazlasında kullanılıyor — olası yanlış shape ataması
XFL_014		Orta	Quality	CROSS_FILE						1	Geçersiz çeviri referansı (kaynak kayıt bulunamadı)
XFL_015		Kritik	Spec	CROSS_FILE						1	Attribution'da geçersiz referans
XFL_016		Yuksek	Spec	CROSS_FILE						1	Çeviri feed_info'ya referans veriyor ama feed_info.txt eksik
XFL_019		Orta	Spec	CROSS_FILE						1	Ağ tanımı iki ayrı dosyada (routes.network_id + route_networks.txt)
XFL_020		Kritik	Spec	CROSS_FILE				TRF_017	no	1	Transfers'de geçersiz (from_trip_id/to_trip_id, route_id) çifti
XFL_021		Yuksek	Interop	CROSS_FILE						2	Transfers'de geçersiz (from_trip_id/to_trip_id, stop_id) çifti
XFL_022		Kritik	Spec	CROSS_FILE						1	location_group_id bulunamadı (location_group_stops)
XFL_023		Kritik	Spec	CROSS_FILE						1	stop_id bulunamadı (location_group_stops)
XFL_024		Kritik	Spec	CROSS_FILE						1	location_group_id bulunamadı (stop_times)
XFL_025		Kritik	Spec	CROSS_FILE						1	location_id bulunamadı (locations.geojson)
XFL_026		Orta	Quality	CROSS_FILE						1	route cemv_support=1 ama uygulanabilir contactless fare product yok
XFL_027		Orta	Quality	CROSS_FILE						1	route cemv_support=2 ama uygulanabilir contactless fare product var
XFL_029		Bilgi	Quality	CROSS_FILE						1	route cemv_support=1 ama Fares v2'de contactless media yok
XFL_031		Kritik	Spec	CROSS_FILE						1	Kimlik çakışması: stop_id / locations.geojson id / location_group_id ortak isim alanını paylaşır
XFL_032		Kritik	Spec	CROSS_FILE						1	location_groups.txt'te location_group_id boş
XFL_033		Kritik	Spec	CROSS_FILE						1	location_group_stops'ta location_group_id boş
XFL_034		Kritik	Spec	CROSS_FILE						1	location_group_stops'ta stop_id boş
